section,epoch,best_epoch,best_f1,val_threshold,val_precision,val_recall,val_f1,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_predicted_positive_rows,val_actual_positive_rows
review,35,35,0.26865671641791045,0.01,1.0,0.15517241379310345,0.26865671641791045,0.8656716417910447,0.2,0.16044776119402984,0.0,9.0,58.0
