section,epoch,elapsed_minutes,estimated_remaining_minutes,best_epoch,best_f1,val_threshold,val_precision,val_recall,val_f1,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_predicted_positive_rows,val_actual_positive_rows
review,29,0.6985601663589478,1.7102679934994927,27,0.8199999999999998,0.01,0.9534883720930233,0.7068965517241379,0.8118811881188119,0.9402985074626866,0.7333333333333333,0.07835820895522388,0.009523809523809525,43.0,58.0
review,30,0.7202527324358622,1.6805897090170119,27,0.8199999999999998,0.01,0.9534883720930233,0.7068965517241379,0.8118811881188119,0.9402985074626866,0.7333333333333333,0.07835820895522388,0.009523809523809525,43.0,58.0
review,31,0.7426162521044414,1.6529200450066597,27,0.8199999999999998,0.05,0.975,0.6724137931034483,0.7959183673469388,0.9328358208955224,0.6666666666666666,0.08955223880597014,0.004761904761904762,40.0,58.0
review,32,0.7647843162218729,1.6251666719714801,32,0.854368932038835,0.05,0.9777777777777777,0.7586206896551724,0.854368932038835,0.9477611940298507,0.7777777777777778,0.06716417910447761,0.004761904761904762,45.0,58.0
review,33,0.7882216056187947,1.600328714438159,32,0.854368932038835,0.01,0.9545454545454546,0.7241379310344828,0.823529411764706,0.9328358208955224,0.7111111111111111,0.08582089552238806,0.009523809523809525,44.0,58.0
review,34,0.8130435347557068,1.5782609792316662,32,0.854368932038835,0.2,0.9767441860465116,0.7241379310344828,0.8316831683168318,0.9402985074626866,0.7333333333333333,0.07835820895522388,0.004761904761904762,43.0,58.0
review,35,0.8380560358365376,1.5563897808392844,35,0.8653846153846154,0.1,0.9782608695652174,0.7758620689655172,0.8653846153846154,0.9552238805970149,0.8,0.06343283582089553,0.004761904761904762,46.0,58.0
review,36,0.8623555342356364,1.533076505307798,35,0.8653846153846154,0.01,0.9534883720930233,0.7068965517241379,0.8118811881188119,0.9365671641791045,0.7111111111111111,0.08582089552238806,0.009523809523809525,43.0,58.0
review,37,0.884745717048645,1.5064589236233688,35,0.8653846153846154,0.1,0.9545454545454546,0.7241379310344828,0.823529411764706,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,44.0,58.0
review,38,0.9091258843739828,1.4833106534522877,35,0.8653846153846154,0.8,0.8125,0.6724137931034483,0.7358490566037735,0.8992537313432836,0.6666666666666666,0.11940298507462686,0.04285714285714286,48.0,58.0
review,39,0.9317631999651591,1.4573732102019155,35,0.8653846153846154,0.65,0.9761904761904762,0.7068965517241379,0.8199999999999998,0.9365671641791045,0.7111111111111111,0.08208955223880597,0.004761904761904762,42.0,58.0
review,40,0.9550120830535889,1.4325181245803833,35,0.8653846153846154,0.95,0.8666666666666667,0.6724137931034483,0.7572815533980582,0.914179104477612,0.6888888888888889,0.10074626865671642,0.02857142857142857,45.0,58.0
review,41,0.9770405173301697,1.4059851346946346,35,0.8653846153846154,0.01,0.9545454545454546,0.7241379310344828,0.823529411764706,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,44.0,58.0
review,42,0.9998102188110352,1.38069030216762,35,0.8653846153846154,0.01,0.9555555555555556,0.7413793103448276,0.8349514563106797,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,45.0,58.0
review,43,1.0242498993873597,1.3577266108158024,35,0.8653846153846154,0.01,0.9555555555555556,0.7413793103448276,0.8349514563106797,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,45.0,58.0
review,44,1.045419418811798,1.3305338057604703,35,0.8653846153846154,0.01,0.9555555555555556,0.7413793103448276,0.8349514563106797,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,45.0,58.0
review,45,1.0683251341183981,1.3057307194780419,35,0.8653846153846154,0.01,0.9555555555555556,0.7413793103448276,0.8349514563106797,0.9365671641791045,0.7333333333333333,0.08208955223880597,0.009523809523809525,45.0,58.0
review,46,1.0910338838895162,1.2807789071746494,35,0.8653846153846154,0.05,0.9777777777777777,0.7586206896551724,0.854368932038835,0.9440298507462687,0.7555555555555555,0.07462686567164178,0.004761904761904762,45.0,58.0
review,47,1.1150036533673604,1.2573445452865981,35,0.8653846153846154,0.05,0.9777777777777777,0.7586206896551724,0.854368932038835,0.9440298507462687,0.7555555555555555,0.07462686567164178,0.004761904761904762,45.0,58.0
