threshold,precision,recall,f1,unit_accuracy,positive_unit_accuracy,unit_mae,false_positive_rate,predicted_positive_rows,actual_positive_rows
0.01,1.0,0.15517241379310345,0.26865671641791045,0.8656716417910447,0.2,0.16044776119402984,0.0,9.0,58.0
