threshold,precision,recall,f1,unit_accuracy,positive_unit_accuracy,unit_mae,false_positive_rate,predicted_positive_rows,actual_positive_rows
0.01,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.03,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.05,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.1,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.2,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.35,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.5,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.65,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.8,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.9,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
0.95,0.997275204359673,0.8043956043956044,0.8905109489051095,0.6290630975143403,0.5758241758241758,0.4149139579349904,0.014705882352941176,367,455
